bar,equity
464,9886.04
465,9884.58
466,9884.58
467,9884.58
468,9884.58
469,9884.58
470,9884.58
471,9884.58
472,9891.4
473,9889.89
474,9889.89
475,9889.89
476,9889.89
477,9888.38
478,9888.38
479,9888.38
480,9888.38
481,9888.38
482,9888.38
483,9888.38
484,9888.38
485,9888.38
486,9888.38
487,9888.38
488,9886.92
489,9894.69
490,9894.69
491,9894.69
492,9894.69
493,9894.69
494,9894.69
495,9894.69
496,9894.69
497,9894.69
498,9894.69
499,9894.69
500,9894.69
501,9894.69
502,9893.18
503,9905.55
504,9904.82
505,9904.82
506,9904.82
507,9904.82
508,9904.82
509,9910.01
510,9909.26
511,9906.7
512,9907.31
513,9907.47
514,9904.56
515,9903.83
516,9903.83
517,9903.83
518,9903.83
519,9903.83
520,9903.83
521,9903.83
522,9903.83
523,9903.83
524,9903.83
525,9903.83
526,9903.83
527,9903.83
528,9903.83
529,9903.83
530,9903.83
531,9903.83
532,9903.83
533,9903.83
534,9903.01
535,9902.25
536,9901.49
537,9899.46
538,9897.02
539,9897.02
540,9897.02
541,9897.02
542,9893.55
543,9890.7
544,9888.26
545,9887.54
546,9884.36
547,9883.6
548,9883.6
549,9884.19
550,9884.19
551,9884.19
552,9884.19
553,9884.19
554,9884.19
555,9884.19
556,9884.19
557,9884.19
558,9883.47
559,9883.47
560,9883.47
561,9876.33
562,9876.33
563,9876.33
564,9876.33
565,9876.33
566,9876.33
567,9876.33
568,9876.33
569,9876.33
570,9876.33
571,9876.33
572,9876.33
573,9876.33
574,9876.33
575,9876.33
576,9877.59
577,9877.59
578,9877.59
579,9877.59
580,9877.59
581,9877.59
582,9877.59
583,9875.17
584,9878.78
585,9904.61
586,9901.71
587,9888.64
588,9888.64
589,9888.64
590,9888.64
591,9888.64
592,9888.64
593,9888.64
594,9888.64
595,9888.64
596,9888.64
597,9888.64
598,9888.64
599,9888.64
600,9888.64
601,9888.64
602,9888.64
603,9888.64
604,9888.64
605,9888.64
606,9888.64
607,9909.95
608,9913.35
609,9910.44
