trade_id,strategy,direction,regime,entry_bar,exit_bar,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,confidence,position_size,gross_pnl,slippage_cost,commission_cost,net_pnl,net_pnl_pct,duration_bars,exit_reason
0,MomentumStrategy,SHORT,MEAN_REVERTING,302,328,2026-01-10 12:00:00,2026-01-11 14:00:00,3090.2067,3124.1659706568457,3121.0449257311147,3043.9493614033286,0.6100610731990914,305.0305365995457,-3.352078212433752,0.6100610731990914,0.3050305365995457,-3.6571087490332976,-0.011989320117921413,26,stop_loss
1,MomentumStrategy,LONG,BEAR_TRENDING,335,337,2026-01-11 21:00:00,2026-01-11 23:00:00,3113.86075,3085.317073041264,3088.4054785197836,3152.043657220324,0.45729478834745774,137.13826520109671,-1.2570987127737026,0.2742765304021934,0.1371382652010967,-1.3942369779747992,-0.010166651706803488,2,stop_loss
2,MomentumStrategy,LONG,BEAR_TRENDING,338,341,2026-01-12 00:00:00,2026-01-12 03:00:00,3121.93882,3162.3388358796224,3092.895139853438,3165.504340219842,0.45767730853268673,137.23383597030187,1.7758993600078643,0.27446767194060373,0.13723383597030187,1.6386655240375625,0.011940681483188872,3,take_profit
3,SentimentPulseStrategy,LONG,BEAR_TRENDING,341,346,2026-01-12 03:00:00,2026-01-12 08:00:00,3156.9638099999997,3106.4997434971497,3109.6093528499996,3267.457543349999,0.46677729081602504,139.96245164060466,-2.2372997894750686,0.27992490328120934,0.13996245164060467,-2.377262241115673,-0.01698500000000002,5,stop_loss
4,MomentumStrategy,LONG,BEAR_TRENDING,346,346,2026-01-12 08:00:00,2026-01-12 08:00:00,3134.28115,3095.3247823232155,3098.4232055287443,3188.0680667068827,0.4630051514691945,138.85414278532957,-1.7258352971270654,0.27770828557065913,0.13885414278532957,-1.864689439912395,-0.01342912355733765,0,stop_loss
5,MomentumStrategy,LONG,HIGH_VOL_CHOPPY,347,352,2026-01-12 09:00:00,2026-01-12 14:00:00,3115.1019899999997,3072.2178141693876,3075.293107276664,3174.8153140850022,0.6591520607970826,98.79712562384766,-1.360094571674732,0.19759425124769533,0.09879712562384767,-1.4588916972985795,-0.014766539897659046,5,stop_loss
7,MeanReversionStrategy,LONG,MEAN_REVERTING,349,352,2026-01-12 11:00:00,2026-01-12 14:00:00,3105.9528499999997,3074.162409762927,3077.239649412339,3128.8662404999995,0.49418701081625094,246.90436442564288,-2.52714668271472,0.4938087288512858,0.2469043644256429,-2.7740510471403628,-0.011235326089084946,3,stop_loss
8,MeanReversionStrategy,LONG,HIGH_VOL_CHOPPY,353,353,2026-01-12 15:00:00,2026-01-12 15:00:00,3104.94184,3123.0758769209992,3074.8588603364637,3126.2020789999992,0.41978122047508565,62.89233036247263,0.3673150415083983,0.12578466072494526,0.06289233036247263,0.3044227111459257,0.0048403789363730175,0,take_profit
10,MeanReversionStrategy,LONG,HIGH_VOL_CHOPPY,359,367,2026-01-12 21:00:00,2026-01-13 05:00:00,3103.25015,3122.898377098499,3066.8709208276723,3126.0244014999994,0.40280639192170925,60.3509722737931,0.3821121571042936,0.12070194454758619,0.060350972273793095,0.3217611848305005,0.00533149960485761,8,take_profit
6,SentimentPulseStrategy,SHORT,HIGH_VOL_CHOPPY,347,375,2026-01-12 09:00:00,2026-01-13 13:00:00,3108.87801,3158.6666913301488,3155.5111801499993,3000.0672796499994,0.8153793145921266,122.21327576133356,-1.957245611317712,0.24442655152266712,0.12221327576133356,-2.0794588870790456,-0.01701499999999963,28,stop_loss
11,MeanReversionStrategy,SHORT,MEAN_REVERTING,368,375,2026-01-13 06:00:00,2026-01-13 13:00:00,3125.29158,3159.29362104059,3156.137483557033,3104.4349575,0.6611381568627083,330.19681167572554,-3.592421780392726,0.6603936233514511,0.33019681167572557,-3.9226185920684515,-0.011879638001837264,7,stop_loss
